aspect,sentiment,head_noun,tfidf_sum,freq,phrase
environment,pos,place,1.131370849898476,8,beautiful_place
environment,pos,spot,0.7071067811865475,5,favorite_spot
environment,pos,love,0.282842712474619,2,insanely_good_love
environment,pos,space,0.282842712474619,2,light_space
environment,pos,special,0.282842712474619,2,yunomi_special
price,neg,fee,0.8944271909999159,2,additional_fee
service,pos,service,0.8029550685469661,7,great_service
service,pos,staff,0.8029550685469661,7,friendly_staff
service,pos,recommend,0.3441236008058426,3,highly_recommend
service,pos,bar,0.22941573387056174,2,tiny_bar
service,pos,forward,0.22941573387056174,2,look_forward
taste,neg,experience,0.5388159060803247,3,bad_experience
taste,neg,salmon,0.5388159060803247,3,spicy_salmon
taste,neg,tuna,0.5388159060803247,3,spicy_tuna
taste,pos,handroll,0.7180241630523415,27,handroll
taste,pos,handrolls,0.6914306755318844,26,handrolls
taste,pos,food,0.292528362725028,11,delicious_food
taste,pos,appetizer,0.21274790016365674,8,appetizer
taste,pos,rice,0.15956092512274256,6,crispy_rice
waiting_time,neg,hour,0.8320502943378437,3,wait_hour
waiting_time,neg,minute,0.5547001962252291,2,wait_minute
