aspect,sentiment,head_noun,tfidf_sum,freq,phrase
environment,pos,love,0.5962847939999439,4,insanely_good_love
environment,pos,good,0.29814239699997197,2,literally_gatekeep_good_place
environment,pos,set,0.29814239699997197,2,not_bad_set
environment,pos,space,0.29814239699997197,2,light_space
environment,pos,special,0.29814239699997197,2,yunomi_special
price,neg,fee,0.8944271909999159,2,additional_fee
service,pos,staff,0.9191450300180578,7,friendly_staff
service,pos,recommend,0.6565321642986127,5,highly_recommend
service,pos,service,0.5252257314388902,4,excellent_service
service,pos,server,0.2626128657194451,2,friendly_server
service,pos,shell,0.2626128657194451,2,soft_shell
taste,neg,bad,0.8660254037844388,3,bad_experience
taste,pos,handroll,1.7669089430739642,69,good_handroll
taste,pos,appetizer,0.30728851183895034,12,appetizer
taste,pos,rice,0.15364425591947517,6,crispy_rice
taste,pos,sushi,0.15364425591947517,6,favorite_sushi
taste,pos,beer,0.12803687993289598,5,japanese_beer
waiting_time,neg,time,1.5491933384829664,6,wait_hour
