aspect,sentiment,head_noun,tfidf_sum,freq,phrase
environment,neg,bar,0.4588314677411235,2,tiny_bar
environment,pos,place,1.1669199319831565,8,beautiful_place
environment,pos,spot,0.7293249574894728,5,favorite_spot
environment,pos,love,0.2917299829957891,2,insanely_good_love
environment,pos,space,0.2917299829957891,2,light_space
environment,pos,special,0.2917299829957891,2,yunomi_special
price,neg,fee,0.8944271909999159,2,additional_fee
service,pos,service,0.8082903768654759,7,great_service
service,pos,staff,0.8082903768654759,7,friendly_staff
service,pos,recommend,0.3464101615137754,3,highly_recommend
service,pos,forward,0.23094010767585027,2,look_forward
service,pos,place,0.23094010767585027,2,highly_recommend_place
taste,neg,experience,0.8320502943378437,3,bad_experience
taste,pos,handroll,0.7162534472543429,27,handroll
taste,pos,handrolls,0.6897255418004783,26,handrolls
taste,pos,food,0.2918069599925101,11,delicious_food
taste,pos,appetizer,0.2122232436309164,8,appetizer
taste,pos,rice,0.1591674327231873,6,crispy_rice
waiting_time,neg,hour,0.8320502943378437,3,wait_hour
waiting_time,neg,minute,0.5547001962252291,2,wait_minute
