aspect,sentiment,head_noun,tfidf_sum,freq,phrase
environment,pos,place,1.043498389499902,7,beautiful_place
environment,pos,spot,0.5962847939999439,4,favorite_spot
environment,pos,love,0.29814239699997197,2,insanely_good_love
environment,pos,set,0.29814239699997197,2,not_bad_set
environment,pos,space,0.29814239699997197,2,light_space
price,neg,fee,0.8944271909999159,2,additional_fee
service,pos,staff,0.9191450300180578,7,friendly_staff
service,pos,service,0.5252257314388902,4,excellent_service
service,pos,recommend,0.39391929857916763,3,highly_recommend
service,pos,place,0.2626128657194451,2,highly_recommend_place
service,pos,selection,0.2626128657194451,2,impressive_selection
taste,neg,experience,0.8660254037844388,3,bad_experience
taste,pos,handroll,1.1011171674229052,43,good_handroll
taste,pos,handrolls,0.6657917756510591,26,handrolls
taste,pos,appetizer,0.30728851183895034,12,appetizer
taste,pos,rice,0.15364425591947517,6,crispy_rice
taste,pos,sushi,0.15364425591947517,6,favorite_sushi
waiting_time,neg,hour,0.7745966692414833,3,wait_hour
waiting_time,neg,minute,0.5163977794943222,2,wait_minute
